created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text,city
2024-12-06T04:27:48.000Z,"San Francisco, CA",,,,False,homeless,[USER] [USER] Hell yeah. If you are [ORGANIZATION] resident and you say you care about the homeless and all of these things you’re supposed to care about you should care about how the money is being spent. Their reaction would be telling.,san francisco
2024-12-31T22:12:52.000Z,,,,,False,homeless,"[USER] [USER] [USER] [USER] [USER] In DATE0, the point-in-time ([ORGANIZATION]) count found that 8,328 people were homeless in [ORGANIZATION], including 4,355 unsheltered people. You know [PERSON] is free right?",san francisco
2024-12-19T15:52:55.000Z,"NonProfitVille, CA",,,,False,homeless,[ORGANIZATION] “make homeless as visible as possible”. 😂 [ORGANIZATION] has never heard of homeless.,san francisco
2024-12-05T18:05:39.000Z,,,,,False,homeless,"[USER] [USER] If they tried that in [ORGANIZATION] or [PERSON], there would be a homeless city set up under there within [TIME].",san francisco
2024-12-03T21:59:33.000Z,,,,,False,homeless,[USER] A friend of mine is a homeless (by choice) vet ([ORGANIZATION]) on the streets in [PERSON]. He moved out of his [ORGANIZATION] because of mold and critter issues.  He voted for [ORGANIZATION].  We had multiple discussions but he still believes [ORGANIZATION] will do right by him.,san francisco
2024-12-05T01:03:02.000Z,Los Angeles,,,,False,homeless,"Judge prunes homeless people’s lawsuit against [ORGANIZATION] [STREET] ‘sweeps’ [USER]
[URL]",san francisco
2024-11-30T16:30:30.000Z,"San Diego,CA",,,,False,housing crisis,"[ORGANIZATION] is taking big steps to tackle the housing crisis by converting unused office space into much-needed homes! With waived regulations and tax incentives, cities can turn vacant buildings into vibrant communities. 🏘️ Let's build a brighter future! 🌟 #[PERSON]…",san francisco
2024-12-23T23:37:01.000Z,America,,,,False,homeless,[ORGANIZATION] punished this business owner (for giving a homeless person a needed bath) worse than [ORGANIZATION] will punish the [ORGANIZATION] who lit ablaze [ORGANIZATION] on GPE1C subway!! [URL],san francisco
2024-12-29T05:24:10.000Z,,,,,False,homeless,[USER] Even [ORGANIZATION] has slums as dirty as [PERSON]. Every European country has their Roma population living in terrible places outside cities. An average homeless person in [ORGANIZATION] has worse personal hygiene than anyone living in slums of [PERSON] (can vouch personally for this).,san francisco
2024-12-30T16:11:48.000Z,,,,,False,homeless,[USER] I think I saw fog in [ORGANIZATION] when I was in the business district for some reason. Why is it that the [ORGANIZATION] homeless problem is at its worst in a city so close to the monied elites of [ORGANIZATION]?,san francisco
2024-12-14T17:44:16.000Z,"Flower Mound, TX",,,,False,homeless,"[ORGANIZATION] At Its Finest!
👇👇
This homeless solution was a costly disaster. What comes next for the [LOCATION] camp? [URL]",san francisco
2024-12-10T06:23:54.000Z,Oakland,,,,False,housing crisis,[ORGANIZATION] has been going on… [URL] #[PERSON] #news,san francisco
2024-12-30T08:19:15.000Z,,,,,False,"homeless, homelessness","[USER] [USER] 👏👏👏👏 The Dems are for destruction, fear mongering and spreading lies! They can’t even change homelessness and it’s easy! They have no trouble cleaning it up for [ORGANIZATION]’s President to visit [PERSON]!",san francisco
2024-12-12T12:59:56.000Z,"Connecticut, USA",,,,False,"homeless, homelessness",I thought no one wanted to play in [ORGANIZATION]. You bring in [ORGANIZATION] and everyone wants to play there now. Did [ORGANIZATION] solve the homelessness problem? [URL],san francisco
2024-12-20T16:24:42.000Z,"Texas, USA",,,,False,homeless,"[USER] I'm still wondering what happened to the homeless they moved overnight when they rolled out the red carpet for [ORGANIZATION] when he visited [ORGANIZATION]!? 
Where did they go? 

Why would this admin invite a foreign adversaries leader to come anywhere, but maybe the [ORGANIZATION], for meetings.",san francisco
2024-12-10T18:11:19.000Z,"San Francisco, CA",,,,False,"homeless, homelessness","[USER] Here in [ORGANIZATION] we designed this tautology. The political method, address ""root causes"".
This means [ORGANIZATION], as a city, has a policy to solve homelessness for at least the [PERSON] if not the world. Guaranteeing no substantive change while appealing to pathological empathy",san francisco
2024-12-13T14:31:22.000Z,"New Jersey, USA",,,,False,homeless,"[USER] Looks like your “European colleague” had preconceived notions about [ORGANIZATION] from biased European media and went looking for the same to reinforce his thoughts. When I’m looking for homeless shelters in [PERSON] or [ORGANIZATION], then I will be looking for the same on trip.",san francisco
2024-12-31T06:36:46.000Z,"Seattle, WA",,,,False,homeless,"I mean the homeless are *right there* in [ORGANIZATION]. Just make the next fentanyl hit conditional on their making progress in coding, and we'll have them training frontier models in no time. [URL]",san francisco
2024-12-27T16:52:55.000Z,"Austin, TX",,,,False,homeless,"[USER] [USER] [USER] I would bet money that some of the homeless drug addicts roaming [ORGANIZATION] were once engineers that were replaced. Whatever happened to them will happen to you. Any excuse you use will be used against you. 

Also, you're a 9 follower account with no profile picture",san francisco
2024-12-04T14:44:48.000Z,New York,,,,False,homeless,"Epic 🐂 💩 
The concentration of homeless encampments around the main hotels is why so many visitors come away with these videos. 

*[ORGANIZATION] residents should be embarrassed* by the state of their city’s homeless population.

Those people are your responsibility. [URL]",san francisco
2024-12-18T02:57:27.000Z,75093,,,,False,"homeless, homelessness","What have the billionaire [ORGANIZATION] companies done for [ORGANIZATION] to curb homelessness, hunger, poverty, etc? [URL]",san francisco
2024-12-10T10:48:49.000Z,,,,,False,"homeless, homelessness",[ORGANIZATION] pivoted from tech to homelessness. The downtown became the factory floor of the homelessness industrial complex. Nothing could be more apparent to me. [ORGANIZATION],san francisco
2024-12-17T23:04:31.000Z,"Baltimore, MD",,,,False,affordable housing,"[USER] [ORGANIZATION] is a playground and commune for rich people, with soft law enforcement, a lack of affordable housing, and poor overall management. Amuses me when people complain about crime. Of course, there's crime. Residents of [PERSON] are partly responsible for crime.",san francisco
2024-12-11T15:21:47.000Z,Virginia,,,,False,"homeless, homelessness","I think it’s important to look at this problem not through the lens of a deeply dysfunctional city like [ORGANIZATION]. Their social services are a magnet which attracts, in the [ORGANIZATION] the problem is more often like magnet which repels. And you should also look at homelessness [PERSON]",san francisco
2024-12-15T01:17:45.000Z,,,,,False,homeless,"[ORGANIZATION] destroyed [ORGANIZATION] and now he is total determined to destroy [PERSON].

Eventually there MUST BE AN AUDIT of the Billion of dollars on “Homeless” only PERSON1 knows WHY he vetoed the 2 bills require that there be an audit of all that money. [PERSON] [URL]",san francisco
2024-12-30T18:50:14.000Z,New York,,,,False,homeless,[USER] [USER] [USER] You don’t know me. Don’t personalizing things. I’ve lived and worked in [ORGANIZATION] most my life and am there all the time. Family history in [ORGANIZATION] goes back [ORGANIZATION] surviving the DATE1 earthquake. [ORGANIZATION]’s focus as supervisor in [DATE] was the homeless. It’s $&amp;politics.,san francisco
2024-12-10T06:46:41.000Z,,,,,False,homeless,"[USER] [USER] I doubt you know a single person from [ORGANIZATION] that doesn't have at least a six-figure income. 

Do you really expect us to believe that you walk amongst people such as the homeless or mentally-disturbed people of [ORGANIZATION]? 

C'mon, man. PERSON0",san francisco
2024-12-27T04:17:31.000Z,Earth,,,,False,"homeless, homelessness","PERSON0 [USER] ""powerful photo"" ?? 
this is a picture of what it looks like after [ORGANIZATION][LOCATION] spends $$hundreds of millions$$ to ""solve"" homelessness (a problem that cannot be solved) which results in  more tax $$ wasted with more homeless now than ever before",san francisco
2024-12-23T22:24:46.000Z,USA,,,,False,homeless,"[USER] PERSON0 Fuck GPE0 and fuck those deranged homeless retards, let em freeze",portland
2024-12-27T19:27:34.000Z,"Seattle, WA",,,,False,homeless,"[USER] [USER] [USER] [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, GPE9. Top [ADDRESS].",portland
2024-12-31T22:08:07.000Z,"Portland, OR",,,,False,homeless,"[USER] We’d be better off if you removed drugs &amp; addicts from our streets, removed the lawless homeless camps, &amp; acted as a deterrent to the violence that has overwhelmed [ORGANIZATION]

Instead you let people with expired [ORGANIZATION]; no license plates [STREET] on the roads, yet you bust this guy? [URL]",portland
2024-12-29T14:01:09.000Z,USA,,,,False,homeless,"[USER] However we should mention H1b replaces all Americans, not just white dudes. Plenty of mixed race H1B replaced citizens homeless, walking the streets of [PERSON], GPE2 with no [STREET] to get back their careers. 
BUT we must defeat [LOCATION] first, [LOCATION] is the WAR we're in now.",portland
2024-12-22T04:00:38.000Z,,,,,False,"homeless, squatter","[USER] In [ORGANIZATION] OR across the river from me, homeless people and squatters often burn down vacant warehouses accidentally. There’s also a high degree of arson there.",portland
2024-12-09T04:36:52.000Z,California,,,,False,homeless,"[USER] Turns out [ORGANIZATION] is only safe if you’re homeless or a thief. When till lefties learn they need to move to [PERSON], not GPE2",portland
2024-12-15T04:33:50.000Z,Texas ,,,,False,homeless,"PERSON0 [USER] Absolutely it does. There are homeless women in [ORGANIZATION] who routinely get rounded up, r*ped, then dumped on the streets.  .[USER] &amp; .[USER] report on this often. 

Who [ORGANIZATION] is sticking their d*ck in homeless women? Sick degenerate fks.",portland
2024-12-06T00:10:11.000Z,"Portland, OR",,,,False,homeless,"Let homeless junkies camp on freeway off-ramps, add in a lack of a traffic division at [ORGANIZATION], and you have the perfect mixture for more and more death.  Brilliant, [ORGANIZATION]. Just brilliant. How very progressive. [URL]",portland
2024-12-09T02:23:18.000Z,,,,,False,houseless,"[USER] Hey! I work with [ORGANIZATION]. We are a housing first agency in [ORGANIZATION] metro providing wraparound case management for formerly houseless individuals and get them connected to health, recovery, and employment services",portland
2024-12-28T02:14:48.000Z,"Oregon, USA",,,,False,homeless,SHOCKER.. [ORGANIZATION]’s homeless industrial complex needs more money. Really laughable at this point ! [URL],portland
2024-12-02T23:06:08.000Z,"Portland, OR",,,,False,homeless,"Warming and [PERSON] Under Great Threat

Blog: [URL]

Housing Survey: [URL]

#portland #portlandoregon #portlandstateuniversity #homeless #cold #hot #climatechange #warmingcenters #coolingcenters [URL]",portland
2024-12-17T19:22:09.000Z,Liberal Utopia (unwillingly),,,,False,homeless,"Because if we don't pass it [ORGANIZATION] schools will all crumble, they'll have to fire most of the teachers and your children will become homeless fentanyl addicts.
(All that will happen in [ORGANIZATION] anyway - just save your money going forward, [ORGANIZATION].) [URL]",portland
2024-12-29T04:33:36.000Z,Indiana,,,,False,homeless,"PERSON0 I took a trip with buddy to [ORGANIZATION]. I’ve seen homeless people obviously, but never so many. Our hotel had the river view room. The view was tents all across the riverbank.",portland
2024-12-01T17:39:26.000Z,,,,,False,homeless,"[USER] [USER] [ORGANIZATION], [PERSON] used to be a beautiful city with lush green parks sprinkled all over the city. It truly was GPE2."" Not now. Mayor went woke immediately during [ORGANIZATION] of love, [ORGANIZATION]-elected DAs didnt prosecute, &amp; homeless invaded soiling our parks w dregs of society",portland
2024-12-08T04:15:43.000Z,United States,"Portland, OR",United States,city,False,homeless,"Divine Magistrate Judgment
From [ORGANIZATION]: [USER] [USER]
JUDGEMENT on [ORGANIZATION] in [ORGANIZATION] and Implications of the Patriot Act

In the name of [ORGANIZATION], we, the [URL]",portland
2024-12-12T05:23:44.000Z,"Oregon, USA",,,,False,homeless,[USER] The fentanyl is actually purer in [ORGANIZATION] and [PERSON]. Do ever do any actual research or at least ask homeless where they are from. Young ladies I always ask about their family Rational Emotive therapy it helps to connect with them pre drugs,portland
2024-12-11T22:22:19.000Z,"Tigard, OR",,,,False,homeless,"[USER] [USER] They get arrested.

I live in the [ORGANIZATION].

Not only do drug users and sex workers get arrested in [ORGANIZATION] and [PERSON], but local governments are cracking down on the homeless and putting them in jail while saying they can't house them first *because* they're all drug addicts.",portland
2024-12-01T11:54:50.000Z,Cambridge,,,,False,homeless,"One of the craziest things about ‘They Live’ (DATE0) is how tame the supposedly utterly dystopic homeless camps look in comparison to the actual reality - now- in cities like [ORGANIZATION], [PERSON] and GPE2. [ORGANIZATION]",portland
2024-12-20T23:26:27.000Z,,,,,False,homeless,"[USER] [USER] As for [ORGANIZATION], services are abundant and drugs are cheap (and they could be done with impunity on any block in the city and in broad daylight). That's why so [ORGANIZATION] has experienced an explosion of homeless in [ORGANIZATION].",portland
2024-12-09T18:40:43.000Z,"Portland, OR",,,,False,"homeless, homelessness","[ORGANIZATION]: [URL]

Blog: [URL]

Housing Survey: [URL]
 #rentwell #compensation #protection #financialstability #homelessness #eviction #portland #oregon #portlandoregon #stability #[PERSON] [URL]",portland
2024-12-10T01:02:03.000Z,USA,,,,False,"homeless, homelessness","The number of homeless people in #[PERSON] has significantly increased. From 1,887 in [ORGANIZATION] to 6,297 in [LOCATION] according to the [ORGANIZATION] in Time Count.

During that same period, the city spent $1.7 billion on #homelessness between [ORGANIZATION] and [LOCATION]. This figure includes investments in [LOCATION]",portland
2024-12-19T20:33:48.000Z,"Portland, Oregon",,,,False,homeless,[USER] That’s how homeless in [ORGANIZATION] travel I’ve seen it with my own eyes !!,portland
2024-12-21T02:46:35.000Z,,,,,False,homeless,[USER] Addicted homeless people wandering around [ORGANIZATION]... What could go wrong?,portland
2024-12-06T17:06:58.000Z,"Rose City, baby",,,,False,,"This story by [ORGANIZATION] is a gut punch and dives into why unsheltered families are “invisible” in [ORGANIZATION]. 

A must read, on [ORGANIZATION] [URL]",portland
2024-12-16T16:40:58.000Z,"Portland, OR",,,,False,,"Since [ORGANIZATION] won [ORGANIZATION] mayor's race [ORGANIZATION], the main question I've received (even from those who voted for him is): Who is [ORGANIZATION]? 

My attempt to answer.

[URL]",portland
2024-12-07T20:14:08.000Z,"Seattle, WA",,,,False,homeless,“Just stawp it”… while they find some [STREET] to track the person down and fine them or lock them up. Meanwhile [ORGANIZATION] is crawling with criminals &amp; homeless. Let the people have their googly eyes [ORGANIZATION],portland
2024-12-09T20:09:17.000Z,"San Francisco, CA",,,,False,homeless,"Homeless people are being moved more quickly! did you mean [ORGANIZATION] in [ORGANIZATION]... 
He said staff referred to him and other guests as “animals.”  Overall, the [STREET] had “a terrible atmosphere of anger and discontent,” he said. [URL]",portland
2024-12-05T14:56:18.000Z,"Nebraska, USA",,,,False,homeless,"[USER] [USER]    You are full of crap.  There will be more homeless by the end of your first term than there are now.  People are dying on the streets of [ORGANIZATION] and you and your ilk don't give a damn.  You don't even talk a good talk.  Step by step, what will you do?",portland
2024-12-22T05:08:10.000Z,,,,,False,unhoused,Almost stepped in an unhoused persons shit on the sidewalk. I hate my stupid [PERSON] life,portland
2024-12-11T22:52:00.000Z,,,,,False,homeless,"[USER] interest of nobody. It's an unnecessary burden on neighborhoods and it's inhumane for the homeless. 

Enormous sums of money have been thrown at the problem - as has been done in [ORGANIZATION] and [PERSON] as well - and the problem is worse than ever. 

It's time to switch directions.",portland
2024-12-02T08:56:49.000Z,USA Northwest,,,,False,homeless,"PERSON0 It's actually a shallow piece because it trivializes how much damage Marxist rioters did to [ORGANIZATION] in the name of a career criminal who died four states away. 

Those riots emboldened all types of criminals, including a dangerous homeless drug culture that flocked to [ORGANIZATION]. [URL]",portland
2024-12-02T22:39:09.000Z,"Oregon, USA",,,,False,"homeless, homelessness","[USER] [USER] [USER] needs to be investigated! She keeps asking for money for homelessness, but does nothing with the money! As for schools, that only goes to the [ORGANIZATION] area. The rest of the state is taxed to death.",portland
2024-12-04T20:12:54.000Z,"Walla Walla, WA ",,,,False,homeless,"[USER] [USER] -145VY Point :****: Says Good FOR :*: Damage Control.

.Fireman PERSON0 @ FAC0 Inside FAC1 GPE0 OR :*: XY @ FAC2 Homeless Adviser.

...[PERSON] [ORGANIZATION]; [PERSON] = Holy - Spirit IN Survival of Fittest XY Protestant Apostle Pope/ [URL]",portland
2024-12-12T20:57:59.000Z,New York,,,,False,"homeless, homelessness",[USER] [USER] I lived in [ORGANIZATION] at the time. Fuck the homeless. They're a public menace. Do what [PERSON] did: outlaw homelessness and put the bums in asylums where they won't bother the rest of us.,portland
2024-12-28T01:41:54.000Z,"Portland, OR",,,,False,houseless,"These are shameful statistics. We're proud to have a [ORGANIZATION] socialist on [ORGANIZATION] in [ORGANIZATION] ([ORGANIZATION]) with a plan to initiate a social housing program, to ensure our houselessness rate hits a new low of 0%.

[URL]",portland
2024-12-15T00:43:52.000Z,United States,,,,False,homeless,"[USER] A bigger factor. [ORGANIZATION] all drugs and having no plan for the fall out. And does [ORGANIZATION] have a homeless problem or is it [PERSON], GPE2 and [PERSON]?",portland
2024-12-20T05:20:44.000Z,"Portland, Oregon",,,,False,homeless,"[USER] Nearly 1 percent is a terrible number, but not surprising.  [ORGANIZATION] welcomes all criminals, homeless, and homeless criminals.",portland
2024-12-28T04:23:46.000Z,,,,,False,homeless,"This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the streets. Please return their toilet paper and water bottles &amp; try to get your own at a discount store. #[ORGANIZATION]

[URL]",portland
2024-12-20T20:17:11.000Z,RT's Are FYI Purposes Only,,,,False,"homeless, homelessness","[PERSON] has led to a tragic rise in homeless deaths in [ORGANIZATION]'s [PERSON], particularly in GPE2. Addressing this crisis requires urgent action, collaboration, and resources to support those affected by addiction and homelessness. It's time fo… [URL]",portland
2024-12-29T06:50:19.000Z,,,,,False,"homeless, homelessness","[USER] PERSON0 their homelessness [ORGANIZATION] has nothing to do with any of that. it happened because one of the main places these people are counted was defunded

number of total unsheltered folks and and occupied shelter beds both went up since [ORGANIZATION]

so if anything [ORGANIZATION] made things worse [ORGANIZATION]",portland
2024-12-14T23:34:06.000Z,,,,,False,homeless,"[PERSON], what about others that experience the same type of behavior from homeless, drug addicts or [ORGANIZATION]’s in general? You going to be doing a story about all that? [ORGANIZATION] gives you lots of options by the [STREET].",portland
2024-12-08T19:49:18.000Z,,,,,False,homeless,"[USER] [USER] [ORGANIZATION]'s public transit - which I used to use [DATE] and [ORGANIZATION] - has become a mobile [INSTITUTION].

As I reflect, so much of what has destroyed this town is unchecked homeless vagrancy.",portland
2024-12-03T18:38:29.000Z,,,,,False,homeless,"Wow. They told us they didn't have money for Helene victims in the [ORGANIZATION] and can't help the homeless. Look what they've done to our major cities, [PERSON], [ORGANIZATION], [PERSON], and it goes on.
[URL]",portland
2024-12-27T13:24:43.000Z,"Portland, ME",,,,False,unhoused,Demand that [ORGANIZATION] [URL] via [ORGANIZATION],portland
2024-12-24T04:12:44.000Z,"Portland, OR",,,,False,homeless,"PERSON0 I feel similar about the homeless drugged out people that no one helps in [ORGANIZATION]. One of the most liberal cities in [PERSON]. The libs think highly of themselves here, but what’s happening with our state and city homeless is shameful. Their policies do not work and instead",portland
2024-12-13T18:57:13.000Z,NE Portland,,,,False,homeless,"[ORGANIZATION] instead of building MORE bike lanes we should consider adequate parking for all the new apartment buildings going up, shelter and aid for homeless, hell how about looking into all the traffic on FAC0. Or is [ORGANIZATION] planning on banning cars in general?",portland
2024-12-03T02:11:51.000Z,,,,,False,homeless,[ORGANIZATION] Does anyone care that other cities are sticking their homeless on buses for [ORGANIZATION]?  Hello???,portland
2024-12-07T20:18:32.000Z,,,,,False,homeless,"[USER] [USER] - enforce the laws around drugs, for both dealers and users.
- make [ORGANIZATION] less hospitable to the homeless. ([ORGANIZATION], a city of over 2.5mm is being held hostage by ~12k homeless) No handing out tents, eliminate drug ecosystems, no [TIME] camping.",portland
2024-12-03T16:58:14.000Z,PNW ,,,,False,homeless,Back in DATE0 I used to love to make an DATE1 DATE2 [PERSON] trek to downtown [ORGANIZATION]. DATE3 I noticed more and more homeless people on the [STREET] corners. The final nail in the coffin was [ORGANIZATION] riots. And just like that my fun [PERSON] trip is a distant memory. [URL],portland
2024-12-04T14:51:51.000Z,"Oregon, USA",,,,False,homeless,[ORGANIZATION] Tents lining the streets with homeless and drug users. It doesn’t feel safe in [ORGANIZATION] any longer.,portland
2024-12-24T23:25:12.000Z,New York,,,,False,affordable housing,"DATE0 DATE1: Building a More Resilient GPE0! 
• $111M FAC0 project completed on [ORGANIZATION]
• 500+ new affordable homes in [PERSON], [ORGANIZATION]; GPE4
• Completed GPE0C's first mixed-use manufacturing &amp; affordable housing development [URL]",buffalo
2024-12-14T22:43:23.000Z,17,,,,False,homeless,[USER] Uh some teenage escort thing me and some friends had to be removed from the library's premises in downtown [ORGANIZATION] because we were interviewing homeless people,buffalo
2024-12-20T23:00:53.000Z,,,,,False,affordable housing,When will affordable housing be built in [ORGANIZATION] a blue collar working class town? [URL],buffalo
2024-12-13T20:51:09.000Z,,,,,False,homeless,We could house our homeless people if [ORGANIZATION] stopped doing business with flunky developers. Aren't there more than 2 Developers in [ORGANIZATION]?  Both are [ORGANIZATION] left overs. We deserve better leadership and we're paying attention. [URL],buffalo
2024-12-12T16:50:35.000Z,,,,,False,homeless,PERSON0 for Mayor of [ORGANIZATION]. [ORGANIZATION] out [USER]  multiple unaccountable billions for refuge.  We have homeless Americans on the streets of GPE1 [URL],buffalo
2024-12-10T01:55:39.000Z,🇺🇸🇺🇸🇺🇸TEXAS🇺🇸🇺🇸🇺🇸,,,,False,"homeless, homelessness","ORG0Bills [PERSON], who experienced homelessness as a child,  honored the man who changed his life: his 'Big Brother,' PERSON1.  PERSON2 is ORG1 with the story of their extraordinary  bond. [URL]",buffalo
2024-12-03T00:42:55.000Z,"Cuyahoga Falls, OH",,,,False,homeless,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] I remember freezing my ass off drinking [PERSON] with a homeless guy in the turnstile doors of [ORGANIZATION] as [ORGANIZATION] took [STREET] in a blizzard on FAC0 with thousands of drinking ORG1 fans,buffalo
2024-12-24T14:57:21.000Z,"Buffalo, NY",,,,False,homeless,[USER] I was homeless and at the [INSTITUTION] house for the first time...absolute nightmare,buffalo
2024-11-28T01:30:05.000Z,"Rochester, NY",,,,False,affordable housing,"You can build homes (not affordable housing, but real homes), buy groceries at [ORGANIZATION], and even help with rent and groceries for everyone in [ORGANIZATION] for $1.5 Billion.

That’s all ORG1 loves to do. Waste money and destroy places. [URL]",buffalo
2024-11-26T05:58:53.000Z,Let’s go Buffalo!! 🦬💙❤️,,,,False,"homeless, homelessness",Stories of the homeless [STREET] brothers PERSON0 and [PERSON] to continue their dad's DATE0 mission to bring attention to #homelessness in #[PERSON]. I spoke with PERSON2 [TIME] about what it's like to no longer be homeless. [USER] FULL STORY: [URL] [URL],buffalo
2024-12-01T17:52:05.000Z,,,,,False,homeless,[USER] [USER] I did that for the [ORGANIZATION] no show game . Now I’m homeless . Maybe put it on [PERSON] at home in a snow storm and keep the house,buffalo
2024-12-05T23:45:00.000Z,"Hastings, Kearney, & GI, NE",,,,False,homeless,"The [ORGANIZATION] community is always so generous, and [ORGANIZATION] is very grateful! Your giving DATE0 through [ORGANIZATION] will allow us to finish up our [ORGANIZATION] Kitchen renovation project and continue providing crucial food services for the homeless &amp; needy in [PERSON]! [URL]",buffalo
2024-12-22T16:44:20.000Z,"Buffalo, New York",,,,False,homeless,"[TIME] was a cold night in downtown [ORGANIZATION]. [ADDRESS].

Ordinary citizens walking by see them and try to help. Give money, food, anything. Ask if they need help. Ride to a shelter?

Most won’t go near a shelter. Rather freeze.",buffalo
2024-12-07T00:10:35.000Z,📺 6:30 p.m. ET,,,,False,"homeless, homelessness","[ORGANIZATION] rookie [USER], who experienced homelessness as a child, honored the man who changed his life: his 'Big Brother,' PERSON0. [PERSON] is ORG2 with the story of their extraordinary bond. [PERSON]",buffalo
2024-12-27T20:24:34.000Z,Nonlocality,,,,False,"homeless, homelessness",[ORGANIZATION] is [ORGANIZATION] away from solving their homelessness problem.,buffalo
2024-11-26T15:00:06.000Z,"Buffalo, NY",,,,False,homeless,"A homeless crisis is being felt in nearly every community across [ORGANIZATION], making outreach programs even more vital. The state announced [ORGANIZATION] the expansion of its [ORGANIZATION] program, which started trying to help certain upstate regions in [LOCATION]. [URL]",buffalo
2024-12-23T06:05:38.000Z,,,,,False,homeless,"[USER] gave me the full ORG0 experience! I feel like I actually got a taste of [ORGANIZATION] era..Everytime we get to the Big game in my ORG1 league, we take time out to let the homeless eat..",buffalo
2024-12-23T12:42:42.000Z,"Albany NY, USA",,,,False,homeless,"Yo Ive similar videosbwhen traveling ""hotel homeless"" in [ORGANIZATION] and [PERSON] with twin babies

[LOCATION]",buffalo
2024-11-28T12:13:11.000Z,U.S.A. ,,,,False,affordable housing,PERSON0 PERSON1 [USER] There’s dead carcasses of affordable housing all over the city of buffalo. We don’t need more. Business incentives and more policing would benefit [ORGANIZATION] residents. Plenty of room for an industrial park.,buffalo
2024-12-06T14:05:53.000Z,"Washington, DC",,,,False,soup kitchen,"[USER] I think if you were in charge of [ORGANIZATION]—or the space program, or a soup kitchen, or an ORG1 team—you would spend [ORGANIZATION] screaming and being screamed at online. First principles. Simplicity. PERSON0 covets and you have ugly fights on the computer",buffalo
2024-12-17T04:28:52.000Z,Prague / Minsk,,,,False,homeless,"[USER] The cover of the album shows [ORGANIZATION], better known as [ORGANIZATION], a homeless woman who lived in [ORGANIZATION], [PERSON]. The [ORGANIZATION] News reported she was killed on [TIME] of [DATE] at [ORGANIZATION], by being hit by a car.[5]",buffalo
2024-12-26T14:02:34.000Z,,,,,False,homeless,[USER] A guy making 300 million needed a [DATE] chain?  Bet that [DATE] could have helped some homeless vets sleeping on streets in buffalo.,buffalo
2024-12-03T18:44:55.000Z,,,,,False,homeless,"So all the crime-fentanyl-violence-failing schools-inflation-high taxes-illegals-homeless problems. 
It’s good you focused on the handful of buffalo that might have been poached?
[ORGANIZATION] politicians are a joke! [URL]",buffalo
2024-12-11T23:10:12.000Z,Los Angeles,,,,False,,"FAC0 busway-adjacent site is currently subject of preservation fight

[PERSON]",buffalo
2024-12-20T20:50:25.000Z,"Buffalo, NY",,,,False,affordable housing,"[ORGANIZATION], [ORGANIZATION] leadership met with Mayor [PERSON] to discuss affordable [ORGANIZATION]; the power of modular construction! Inspiring ideas for building stronger, more accessible communities. [LOCATION]✨ 
#AffordableHousing #BuffaloStrong #BuildingTheFuture [URL]",buffalo
2024-11-29T23:40:21.000Z,,,,,False,homeless,These [ORGANIZATION] common council members look like they'd buy anything if the skim amount was just right. We still have homeless Americans we need a [ORGANIZATION] animal shelter. [ORGANIZATION] is gone we don't need to lock step behind him anymore. Time for financial accountability [URL],buffalo
2024-12-10T13:26:42.000Z,Adirondacks,,,,False,"homeless, homelessness","[ORGANIZATION] is a great example of this. In [ORGANIZATION] they shut down the mental health hospital, forcing patients onto the streets.

In [LOCATION], the city celebrated ""ending chronic homelessness"", when really those mental health patients had died or been incarcerated. [URL]",buffalo
2024-12-31T15:57:14.000Z,"Buffalo, NY",,,,False,"homeless, homelessness","A new emergency shelter for families experiencing homelessness is opening its doors in GPE0GPE1. [ORGANIZATION] 

[URL]",buffalo
2024-11-27T21:08:24.000Z,"Rochester, NY",,,,False,homeless,"An inspiring story from our [ORGANIZATION] with [ORGANIZATION] back PERSON1, who spent his childhood in and out of homeless shelters and foster care before going on to make it into the #[PERSON]! [USER] [USER] (I'm not crying, you are!) [URL]",buffalo
2024-12-21T23:03:01.000Z,,,,,False,soup kitchen,[ORGANIZATION] volunteered [ORGANIZATION] at the ORG1 soup kitchen on FAC0 in [ORGANIZATION] serving [ORGANIZATION] dinner to the less fortunate in our community. [URL],buffalo
2024-11-28T12:00:12.000Z,"Buffalo, NY",,,,False,,"Inspired by his work, [ORGANIZATION] sons PERSON1 and PERSON2 are carrying on the mission [ORGANIZATION], along with other volunteers from [ORGANIZATION], where [ORGANIZATION] is pastor.

[URL]",buffalo
2024-12-14T06:08:56.000Z,"Buffalo, NY",,,,False,affordable housing,"[USER] [USER] Seconding GPE0, the weather’s only shitty for [ORGANIZATION] and half the city is outside the snow band. Somewhat affordable housing, progressive state, and a functional transit system (by American standards).",buffalo
2024-12-24T23:55:21.000Z,,,,,False,homeless,"[USER] [USER] [USER] Explain to me why they all go to [ORGANIZATION] for treatment then.

[ORGANIZATION] should have no involvement with healthcare whatsoever.

If [ORGANIZATION] didn't mandate treatment for homeless and illegals we wouldn't be stuck paying the bull.",buffalo
